,treino,previsto
gamma1,[0.9963436915955056],[0.9961061477661133]
gamma2,[0.0931113892655685],[0.09314724057912827]
gamma3,[0.02036645837312856],[0.02035713568329811]
gamma4,[0.9398019156431335],[0.9399072527885437]
JIX,[-0.9754435052040491],[-0.9752509593963623]
JIY,[-0.7752022778395284],[-0.7752879858016968]
JIZ,[-0.21432527689851488],[-0.21418023109436035]
JXI,[0.3677285469065339],[0.3677213788032532]
JYI,[-0.7226181335707385],[-0.7222565412521362]
JZI,[-0.7751128742812254],[-0.7750991582870483]
JXX,[-0.5363952858520995],[-0.5362492203712463]
JXY,[0.5151849707900231],[0.515080988407135]
JXZ,[-0.7051975580794432],[-0.7050098180770874]
JYX,[0.4813103978800122],[0.4811793267726898]
JYY,[0.3243333110305264],[0.3244670629501343]
JYZ,[-0.7268429513101398],[-0.7265786528587341]
JZX,[0.07132349509557745],[0.07116883993148804]
JZY,[-0.10449814012543279],[-0.10465055704116821]
JZZ,[-0.17485983364389868],[-0.17468670010566711]
