,treino,previsto
gamma1,[0.6556656514896784],[0.6550495624542236]
gamma2,[0.7707825372818101],[0.7700166702270508]
gamma3,[0.6486473098880531],[0.6481090784072876]
gamma4,[0.7519567103881644],[0.7511292099952698]
JIX,[0.8246867187194984],[0.8235481381416321]
JIY,[-0.011300505399674421],[-0.010190249420702457]
JIZ,[0.13160290901296068],[0.1300971657037735]
JXI,[-0.2934101986418025],[-0.2932009994983673]
JYI,[-0.7727670059828655],[-0.7707148194313049]
JZI,[-0.28923988122014976],[-0.28729408979415894]
JXX,[-0.654314601549209],[-0.6543007493019104]
JXY,[-0.7562164546869965],[-0.7547945976257324]
JXZ,[-0.6778506698956863],[-0.6769887208938599]
JYX,[-0.9340598937863975],[-0.9332647323608398]
JYY,[0.10681764632445323],[0.1056583970785141]
JYZ,[-0.7618314373676482],[-0.7593021392822266]
JZX,[0.24341659002924376],[0.242330864071846]
JZY,[-0.26427903177630796],[-0.2639879286289215]
JZZ,[0.8135483283424336],[0.8115348219871521]
