,treino,previsto
gamma1,[0.6697331158548405],[0.607947051525116]
gamma2,[0.968985475592904],[0.8812897205352783]
gamma3,[0.8927731180625529],[0.8358355760574341]
gamma4,[0.9074960881017821],[0.8618690967559814]
JXX,[0.3597921523702974],[0.32654431462287903]
JXY,[-0.9788509022210652],[-0.9251529574394226]
JXZ,[0.6566237432499853],[0.593390703201294]
JYX,[-0.24347586207152738],[-0.20131421089172363]
JYY,[0.6131158903393255],[0.567782461643219]
JYZ,[0.07210550155686524],[0.05280008539557457]
JZX,[0.5225812965223957],[0.5160515308380127]
JZY,[0.45724655065782316],[0.4282851815223694]
JZZ,[-0.32218083756748106],[-0.28318530321121216]
JIX,[-0.5516290503053471],[-0.48505017161369324]
JIY,[0.8652805931946954],[0.8098070621490479]
JIZ,[0.8914872178362601],[0.8776964545249939]
JXI,[-0.9544828513835384],[-0.893788754940033]
JYI,[0.6938338920461884],[0.6212572455406189]
JZI,[0.42874637280803074],[0.40387147665023804]
