,treino,previsto
gamma1,[0.5449414806032167],[0.5293712615966797]
gamma2,[0.2204406220406967],[0.25724390149116516]
gamma3,[0.5892656838759087],[0.4942730665206909]
gamma4,[0.8094304566778266],[0.6423158645629883]
JIX,[0.2788535969157675],[0.35830411314964294]
JIY,[-0.9499784895546661],[-0.8717840909957886]
JIZ,[-0.4499413632617615],[-0.5223835110664368]
JXI,[-0.5535785237023545],[-0.7466323971748352]
JYI,[0.4729424283280248],[0.31338587403297424]
JZI,[0.3533989748458226],[0.39267492294311523]
JXX,[0.7843591354096908],[0.7916271090507507]
JXY,[-0.8261223347411677],[-0.845665693283081]
JXZ,[-0.15615636062945915],[-0.24870255589485168]
JYX,[-0.9404055611238593],[-0.6833505630493164]
JYY,[-0.5627240503927933],[-0.4549819529056549]
JYZ,[0.010710576206724776],[-0.06879919767379761]
JZX,[-0.9469280606322728],[-0.9581717252731323]
JZY,[-0.602324698626703],[-0.6929852366447449]
JZZ,[0.2997688755590464],[0.34359684586524963]
