,treino,previsto
gamma1,[0.23418295948970536],[0.23413704335689545]
gamma2,[0.01999130622418077],[0.02009664475917816]
gamma3,[0.2667674610031978],[0.266720175743103]
gamma4,[0.40766386296095714],[0.4074578285217285]
JIX,[-0.5465882812379024],[-0.5463145971298218]
JIY,[0.9245900716687656],[0.9239227175712585]
JIZ,[-0.7473382026982809],[-0.7470604181289673]
JXI,[0.4096338457432158],[0.409853994846344]
JYI,[-0.8296294638984947],[-0.8288753032684326]
JZI,[-0.5051180301418299],[-0.5049711465835571]
JXX,[0.9982570783251581],[0.9979119300842285]
JXY,[-0.5812047362221744],[-0.5807046294212341]
JXZ,[0.283736870144214],[0.2838920056819916]
JYX,[-0.0817324744552066],[-0.08152425289154053]
JYY,[-0.09373513772371433],[-0.09364813566207886]
JYZ,[-0.01003461222164459],[-0.009689558297395706]
JZX,[-0.6155383155146357],[-0.6154716610908508]
JZY,[0.6610425472659434],[0.6605981588363647]
JZZ,[-0.8208687531188208],[-0.8206770420074463]
