,treino,previsto
gamma1,[0.5765919646489391],[0.44411981105804443]
gamma2,[0.9810562099841368],[0.7569252848625183]
gamma3,[0.48333826247680256],[0.290539026260376]
gamma4,[0.31783677819012823],[0.2073780596256256]
JIX,[-0.25881137975062707],[-0.5451947450637817]
JIY,[0.8152502726521875],[1.0002753734588623]
JIZ,[-0.2079467635711556],[-0.570288360118866]
JXI,[-0.587893141865695],[-0.5517913103103638]
JYI,[0.6355952820309936],[0.9191679954528809]
JZI,[0.5175681866126696],[1.0044976472854614]
JXX,[0.3965657038489854],[-0.09313402324914932]
JXY,[-0.95637294402159],[-0.6801515817642212]
JXZ,[-0.18553914661270632],[-0.3559260964393616]
JYX,[-0.3709913181225113],[-0.4206995666027069]
JYY,[-0.4898356945172957],[-0.5441575050354004]
JYZ,[-0.3218953854275173],[-0.37149274349212646]
JZX,[-0.4481023679423799],[-0.7475981116294861]
JZY,[0.00863258254418886],[0.2846266031265259]
JZZ,[-0.9774703257667732],[-1.4602216482162476]
