,treino,previsto
gamma1,[0.5123190504571955],[0.5113388895988464]
gamma2,[0.7944608177634946],[0.7933480739593506]
gamma3,[0.6249799602888791],[0.6216388940811157]
gamma4,[0.8248125234140684],[0.8177040219306946]
JXX,[-0.9152157476835985],[-0.9110872149467468]
JXY,[0.9059441202489178],[0.90058434009552]
JXZ,[-0.4886326635670657],[-0.4888295829296112]
JYX,[-0.388198039461112],[-0.39144960045814514]
JYY,[-0.15183968698754158],[-0.1494639366865158]
JYZ,[0.17702802805051898],[0.17400580644607544]
JZX,[-0.7512167010322528],[-0.7496404647827148]
JZY,[0.37335460974244605],[0.3660130500793457]
JZZ,[0.6644810467531526],[0.6511457562446594]
JIX,[-0.24607539521922805],[-0.24898633360862732]
JIY,[0.8535770154526414],[0.8441422581672668]
JIZ,[0.6868934782644844],[0.6679800748825073]
JXI,[-0.5719084600959132],[-0.5737270712852478]
JYI,[0.7434162244908751],[0.7393149137496948]
JZI,[0.2729234915013832],[0.25749295949935913]
