,treino,previsto
gamma1,[0.92965859608353],[0.928053617477417]
gamma2,[0.5569854761423373],[0.5633813142776489]
gamma3,[0.3846514573686475],[0.3808761537075043]
gamma4,[0.030345543681900566],[0.043624814599752426]
JIX,[0.9318383760498881],[0.9409358501434326]
JIY,[0.11951182799780913],[0.10152352601289749]
JIZ,[-0.05265622357871269],[-0.03475932776927948]
JXI,[0.046558950858430315],[0.0667487308382988]
JYI,[0.5353201261569036],[0.5704402923583984]
JZI,[0.9772120554889443],[1.0003280639648438]
JXX,[-0.1588688834408547],[-0.1821255087852478]
JXY,[-0.5381276295407358],[-0.5211937427520752]
JXZ,[-0.2506249305871704],[-0.21672578155994415]
JYX,[-0.8646050641334451],[-0.897235095500946]
JYY,[0.2864398249304285],[0.3152478337287903]
JYZ,[0.985193901863664],[0.9952552318572998]
JZX,[-0.5855663564444096],[-0.6078306436538696]
JZY,[0.5180930729616604],[0.5175753831863403]
JZZ,[-0.5781795821423887],[-0.5486797094345093]
