,treino,previsto
gamma1,[0.752661321489852],[0.6059354543685913]
gamma2,[0.08640318215808296],[0.05395485460758209]
gamma3,[0.06123324013652631],[-0.031491219997406006]
gamma4,[0.2552168722437148],[0.32375431060791016]
JIX,[0.057870765880824626],[0.11106918007135391]
JIY,[0.1714937094997233],[0.34815216064453125]
JIZ,[0.6866524104671512],[0.8097942471504211]
JXI,[0.7972892825291862],[0.5541377067565918]
JYI,[0.7643730549373535],[0.9026027917861938]
JZI,[-0.27060839601498476],[-0.26418277621269226]
JXX,[0.897680879601374],[0.9458219408988953]
JXY,[-0.15185093946021722],[0.05159052461385727]
JXZ,[-0.3876324692199542],[-0.3193832039833069]
JYX,[-0.810934207081069],[-0.7238331437110901]
JYY,[0.02335624132357239],[0.1065736636519432]
JYZ,[-0.6903533027098527],[-1.0633193254470825]
JZX,[-0.45154086728282516],[-0.4358828365802765]
JZY,[0.22117069365781794],[0.4147023856639862]
JZZ,[0.5527549260102405],[0.6298866868019104]
