,treino,previsto
gamma1,[0.5692400158763194],[0.5779789686203003]
gamma2,[0.20163093417246258],[0.193378746509552]
gamma3,[0.0707877197891501],[0.07892146706581116]
gamma4,[0.2025520288489131],[0.20620931684970856]
JIX,[0.3542516536005407],[0.38712602853775024]
JIY,[0.5698227121742216],[0.5568202137947083]
JIZ,[0.04093231440616307],[0.02604244276881218]
JXI,[0.022983404986520295],[0.010509718209505081]
JYI,[-0.21293067414807032],[-0.20458586513996124]
JZI,[0.993633874195798],[0.9845039248466492]
JXX,[-0.42127010845085855],[-0.42398008704185486]
JXY,[-0.7034804136306108],[-0.7105674147605896]
JXZ,[-0.47784285086888345],[-0.4391027092933655]
JYX,[-0.479125612797342],[-0.5056894421577454]
JYY,[-0.34526597011077853],[-0.33871740102767944]
JYZ,[-0.4641783113105735],[-0.47763726115226746]
JZX,[-0.7847121242687085],[-0.7838867902755737]
JZY,[-0.3490005150854374],[-0.3381306827068329]
JZZ,[-0.37786985899715697],[-0.37769266963005066]
