,treino,previsto
gamma1,[0.465937574267109],[0.4658726155757904]
gamma2,[0.4306967863428379],[0.4306774437427521]
gamma3,[0.005389255905331569],[0.005361460614949465]
gamma4,[0.5624015709181892],[0.5623118877410889]
JIX,[-0.6008225872917998],[-0.6004787683486938]
JIY,[0.23010520368993959],[0.2299708127975464]
JIZ,[-0.7857793521751026],[-0.7854142785072327]
JXI,[0.8103557816972058],[0.810007631778717]
JYI,[-0.6158465411883403],[-0.6156219244003296]
JZI,[-0.07755771611098128],[-0.07771152257919312]
JXX,[0.5424739695589225],[0.5422857999801636]
JXY,[0.8158004931533465],[0.8155596256256104]
JXZ,[0.16443652246127072],[0.16438749432563782]
JYX,[0.3624441530787714],[0.3623260259628296]
JYY,[0.07276205494110943],[0.07299654930830002]
JYZ,[0.692585565702907],[0.6924564242362976]
JZX,[-0.5508338991250497],[-0.5507819652557373]
JZY,[0.36813535669462083],[0.36802783608436584]
JZZ,[0.2025907571809149],[0.20245510339736938]
