,treino,previsto
gamma1,[0.9238491686434372],[0.8956598043441772]
gamma2,[0.7081149807839483],[0.6681874990463257]
gamma3,[0.04844033403057124],[0.042144741863012314]
gamma4,[0.8813673855462563],[0.8912608027458191]
JIX,[0.9164187596345457],[0.7984516024589539]
JIY,[-0.7192628198472104],[-0.5672008395195007]
JIZ,[-0.9527677057223489],[-0.9146208167076111]
JXI,[0.997261307345829],[0.954262375831604]
JYI,[-0.6314927085942939],[-0.5992835164070129]
JZI,[-0.75881587356935],[-0.7021132707595825]
JXX,[0.3028424811158388],[0.2354128658771515]
JXY,[-0.3087103248748666],[-0.34863561391830444]
JXZ,[0.7791018795916058],[0.7632289528846741]
JYX,[-0.536517020027848],[-0.5300632119178772]
JYY,[0.9189701236733989],[0.8796152472496033]
JYZ,[-0.36109632289252636],[-0.31861039996147156]
JZX,[0.20228457717799309],[0.22514860332012177]
JZY,[0.8641752086877563],[0.9398280382156372]
JZZ,[0.3705207367707548],[0.3551003038883209]
