,treino,previsto
gamma1,[0.5123190504571955],[0.5073774456977844]
gamma2,[0.7944608177634946],[0.7588403820991516]
gamma3,[0.6249799602888791],[0.22301162779331207]
gamma4,[0.8248125234140684],[-0.14144614338874817]
JIX,[-0.24607539521922805],[0.11968491226434708]
JIY,[0.8535770154526414],[0.7404022216796875]
JIZ,[0.6868934782644844],[0.3323154151439667]
JXI,[-0.5719084600959132],[-0.12055172026157379]
JYI,[0.7434162244908751],[1.1347442865371704]
JZI,[0.2729234915013832],[0.7490445971488953]
JXX,[-0.9152157476835985],[0.2996787130832672]
JXY,[0.9059441202489178],[0.6233505010604858]
JXZ,[-0.4886326635670657],[0.003771923016756773]
JYX,[-0.388198039461112],[-0.18139779567718506]
JYY,[-0.15183968698754158],[0.3219979405403137]
JYZ,[0.17702802805051898],[0.5039520263671875]
JZX,[-0.7512167010322528],[0.05711672827601433]
JZY,[0.37335460974244605],[0.39750155806541443]
JZZ,[0.6644810467531526],[1.749548077583313]
