,treino,previsto
gamma1,[0.12640920672312728],[0.12651395797729492]
gamma2,[0.009410839419584538],[0.009464683942496777]
gamma3,[0.7306841520443098],[0.7305737137794495]
gamma4,[0.8428419545513766],[0.8427754044532776]
JIX,[-0.8451564322933918],[-0.8455988168716431]
JIY,[-0.5727664210700234],[-0.5723062753677368]
JIZ,[-0.39374332579442917],[-0.39189472794532776]
JXI,[0.8004273658662282],[0.8001499772071838]
JYI,[-0.00749501549718401],[-0.008315039798617363]
JZI,[0.4404811417840462],[0.4405275285243988]
JXX,[-0.7995292644989436],[-0.799464762210846]
JXY,[0.01785411432893702],[0.017544226720929146]
JXZ,[0.686145857826806],[0.6846774816513062]
JYX,[0.04559862152587302],[0.04647209122776985]
JYY,[0.8894015102484911],[0.8888840079307556]
JYZ,[0.7636002670045339],[0.7629165649414062]
JZX,[-0.25807865558248366],[-0.2584715485572815]
JZY,[-0.9985078045366769],[-0.9980754256248474]
JZZ,[0.5105343726506062],[0.5099500417709351]
