,treino,previsto
gamma1,[0.49653521716587157],[0.4960213303565979]
gamma2,[0.8612924863730758],[0.859882116317749]
gamma3,[0.3477168575425721],[0.34773826599121094]
gamma4,[0.6615424192381595],[0.6616356372833252]
JIX,[-0.09830973170998192],[-0.09798168390989304]
JIY,[-0.12676086344783122],[-0.12594829499721527]
JIZ,[-0.91673110829594],[-0.9151697158813477]
JXI,[0.5352545159169328],[0.5347535610198975]
JYI,[0.34691071289664666],[0.3470340073108673]
JZI,[0.341715081425054],[0.3411869704723358]
JXX,[-0.05466902390511197],[-0.054516781121492386]
JXY,[0.3454622280497679],[0.3445001542568207]
JXZ,[0.7649625069950898],[0.763789176940918]
JYX,[0.38404488297670647],[0.3843986690044403]
JYY,[-0.3087151482695474],[-0.3081514537334442]
JYZ,[0.7946470632001239],[0.7936812043190002]
JZX,[-0.366011218325637],[-0.36537858843803406]
JZY,[-0.8324319756419407],[-0.831912100315094]
JZZ,[-0.4976318139645448],[-0.4960360527038574]
