,treino,previsto
gamma1,[0.6820517412886784],[0.6785324811935425]
gamma2,[0.1929848757640874],[0.1858091652393341]
gamma3,[0.5536151654982843],[0.5473153591156006]
gamma4,[0.8051240498489732],[0.7176690101623535]
JIX,[0.586680167523326],[0.5586092472076416]
JIY,[0.6439080846394536],[0.4843178987503052]
JIZ,[-0.029930744138109366],[0.09620139002799988]
JXI,[-0.47675703411068415],[-0.6181921362876892]
JYI,[-0.999096570229858],[-0.973587155342102]
JZI,[0.32563712576753523],[0.33426791429519653]
JXX,[-0.05949148587110997],[-0.0933726578950882]
JXY,[0.5194612701957861],[0.6994847059249878]
JXZ,[-0.2536792558523169],[-0.3421095609664917]
JYX,[0.5402796718759804],[0.28430604934692383]
JYY,[-0.45460382865605853],[-0.5359726548194885]
JYZ,[0.6038309663252073],[0.6445832252502441]
JZX,[0.45964966524403206],[0.44974485039711]
JZY,[-0.17198711766939323],[-0.027141567319631577]
JZZ,[0.07661043911055376],[0.04340926930308342]
