,treino,previsto
gamma1,[0.11290250837191795],[0.11244393140077591]
gamma2,[0.5283496285730391],[0.5266160368919373]
gamma3,[0.8586548576898659],[0.8903038501739502]
gamma4,[0.7976692295510386],[0.8356051445007324]
JIX,[-0.170512001382642],[-0.19384019076824188]
JIY,[-0.424599654760373],[-0.4684901237487793]
JIZ,[0.6894246819607532],[0.8446895480155945]
JXI,[-0.11245795401256231],[-0.13332872092723846]
JYI,[0.05745311741676429],[0.027672193944454193]
JZI,[0.10251839349884273],[0.09337247908115387]
JXX,[-0.3221938636021444],[-0.30899107456207275]
JXY,[0.2789912288854657],[0.2972705662250519]
JXZ,[0.8000753853551041],[0.7888999581336975]
JYX,[-0.8560194986251837],[-0.9024266004562378]
JYY,[0.12183085780051806],[0.1455552875995636]
JYZ,[-0.4719160020823525],[-0.5103207230567932]
JZX,[0.31134434749686246],[0.30152422189712524]
JZY,[0.24676066182700374],[0.25217878818511963]
JZZ,[-0.9085213503711735],[-0.9231972694396973]
