,treino,previsto
gamma1,[0.22199627351205975],[0.22199393808841705]
gamma2,[0.8090248481419567],[0.8086065053939819]
gamma3,[0.44702127627294486],[0.4469417333602905]
gamma4,[0.7724015287710279],[0.7721331715583801]
JXX,[0.47920496341231167],[0.4786129593849182]
JXY,[0.37092763164172804],[0.3709971606731415]
JXZ,[0.1974549908787],[0.19732481241226196]
JYX,[0.9521627573684557],[0.951813280582428]
JYY,[0.40583116852207146],[0.4055662751197815]
JYZ,[-0.314340722076323],[-0.31394580006599426]
JZX,[-0.24010228897073405],[-0.23908279836177826]
JZY,[0.2672760341622098],[0.2670658528804779]
JZZ,[0.3840317846476238],[0.38331401348114014]
JIX,[-0.8531466903953369],[-0.8519963622093201]
JIY,[0.1887238582724753],[0.18848037719726562]
JIZ,[0.9788939235548184],[0.9780550003051758]
JXI,[-0.31203169079243565],[-0.31163355708122253]
JYI,[0.08794858485146739],[0.08807195723056793]
JZI,[-0.25131913562220887],[-0.2520079016685486]
