,treino,previsto
gamma1,[0.4038939304443483],[0.41150087118148804]
gamma2,[0.9838452116221412],[0.951280951499939]
gamma3,[0.8525733211181529],[0.8336682915687561]
gamma4,[0.02834460540810857],[0.025997690856456757]
JIX,[-0.512964474581326],[-0.4893695116043091]
JIY,[0.004417979006311912],[0.007866493426263332]
JIZ,[-0.6761249714183881],[-0.6683381199836731]
JXI,[0.6424444316865625],[0.5380528569221497]
JYI,[-0.5372009749323281],[-0.4400494694709778]
JZI,[0.10465728127714469],[0.2877596616744995]
JXX,[0.8527148495207293],[0.8170993328094482]
JXY,[-0.20524249153897567],[-0.1374339610338211]
JXZ,[0.9357357839289453],[0.9528637528419495]
JYX,[0.46294383251575466],[0.36177998781204224]
JYY,[0.09623021667461118],[0.04809604957699776]
JYZ,[0.2578467628719523],[0.2532443404197693]
JZX,[0.17212874681714885],[0.14723190665245056]
JZY,[-0.27955778856918556],[-0.23364050686359406]
JZZ,[0.9934358936204937],[0.9033567309379578]
