,treino,previsto
gamma1,[0.17618810428468956],[0.16980017721652985]
gamma2,[0.8508752517946389],[0.8248312473297119]
gamma3,[0.8202199870687111],[0.8150447010993958]
gamma4,[0.37585828567644886],[0.3908793032169342]
JIX,[-0.9228963213252399],[-0.9376237392425537]
JIY,[0.3924486452741056],[0.40073922276496887]
JIZ,[-0.712133557209278],[-0.7466617822647095]
JXI,[-0.0749354903418249],[-0.09268698841333389]
JYI,[0.34329352823553405],[0.34569862484931946]
JZI,[0.5859025433105887],[0.6880853772163391]
JXX,[-0.09362154306757531],[-0.13747236132621765]
JXY,[-0.0034555404038976167],[-0.02371918223798275]
JXZ,[-0.9616857839513044],[-0.9562877416610718]
JYX,[-0.1352223220971196],[-0.14396657049655914]
JYY,[-0.25525063835814765],[-0.2719394266605377]
JYZ,[0.704577266381706],[0.6964288353919983]
JZX,[0.09396780858201126],[0.07394342869520187]
JZY,[0.510633676509932],[0.4977121651172638]
JZZ,[-0.13186372229553167],[-0.13776731491088867]
