,treino,previsto
gamma1,[0.5765919646489391],[0.5760648250579834]
gamma2,[0.9810562099841368],[0.979767918586731]
gamma3,[0.48333826247680256],[0.48301005363464355]
gamma4,[0.31783677819012823],[0.3179115653038025]
JIX,[-0.25881137975062707],[-0.25773173570632935]
JIY,[0.8152502726521875],[0.814427375793457]
JIZ,[-0.2079467635711556],[-0.20771503448486328]
JXI,[-0.587893141865695],[-0.5874414443969727]
JYI,[0.6355952820309936],[0.6342378854751587]
JZI,[0.5175681866126696],[0.5151712894439697]
JXX,[0.3965657038489854],[0.39682695269584656]
JXY,[-0.95637294402159],[-0.9556374549865723]
JXZ,[-0.18553914661270632],[-0.18518754839897156]
JYX,[-0.3709913181225113],[-0.36998307704925537]
JYY,[-0.4898356945172957],[-0.48966699838638306]
JYZ,[-0.3218953854275173],[-0.3218647837638855]
JZX,[-0.4481023679423799],[-0.44700899720191956]
JZY,[0.00863258254418886],[0.008387038484215736]
JZZ,[-0.9774703257667732],[-0.9764537811279297]
