,treino,previsto
gamma1,[0.9451939145048893],[0.9451082944869995]
gamma2,[0.4015909369106695],[0.4015013873577118]
gamma3,[0.998447005087021],[0.9984486699104309]
gamma4,[0.0621927912524467],[0.06221531704068184]
JIX,[0.0439678194249864],[0.043687932193279266]
JIY,[0.6133815542373582],[0.6132306456565857]
JIZ,[0.9209895486477535],[0.9199998378753662]
JXI,[-0.420749244471069],[-0.4202277958393097]
JYI,[0.5322148755959053],[0.5317611694335938]
JZI,[0.4084397336868253],[0.4081542193889618]
JXX,[0.3227661144476608],[0.3227347731590271]
JXY,[-0.7796759021655764],[-0.7795887589454651]
JXZ,[-0.9461264424189464],[-0.9456546902656555]
JYX,[-0.23165779091140504],[-0.23131412267684937]
JYY,[0.4927903923327688],[0.4921439290046692]
JYZ,[-0.495232464973556],[-0.4953063726425171]
JZX,[0.003205341136067519],[0.003132927231490612]
JZY,[-0.3651298189085006],[-0.3651982545852661]
JZZ,[0.6926556182568482],[0.6915812492370605]
