,treino,previsto
gamma1,[0.7808225146632043],[0.7780050039291382]
gamma2,[0.4458428536123128],[0.41989409923553467]
gamma3,[0.09635672042981958],[0.11082128435373306]
gamma4,[0.031698349795664105],[0.03921205922961235]
JIX,[0.819538475847744],[0.8292766213417053]
JIY,[-0.41184191848264295],[-0.39408889412879944]
JIZ,[-0.08113224133756103],[-0.042030733078718185]
JXI,[-0.7272825789128776],[-0.6983380913734436]
JYI,[0.9901214406925392],[0.9503911733627319]
JZI,[-0.6907120075849054],[-0.644397497177124]
JXX,[0.3478791069281282],[0.3666568100452423]
JXY,[0.19605110908336165],[0.23996374011039734]
JXZ,[0.4292474339778447],[0.45154908299446106]
JYX,[-0.17894815197709124],[-0.19566167891025543]
JYY,[-0.2398214007224022],[-0.22845859825611115]
JYZ,[-0.20020701514138461],[-0.20501841604709625]
JZX,[-0.8548967912090066],[-0.8357034921646118]
JZY,[-0.36047022384573424],[-0.3183723986148834]
JZZ,[-0.448333704823876],[-0.36661791801452637]
