,treino,previsto
gamma1,[0.752661321489852],[0.7067381143569946]
gamma2,[0.08640318215808296],[0.07675948739051819]
gamma3,[0.06123324013652631],[0.028445139527320862]
gamma4,[0.2552168722437148],[0.2842976450920105]
JIX,[0.057870765880824626],[0.08276262134313583]
JIY,[0.1714937094997233],[0.2355530858039856]
JIZ,[0.6866524104671512],[0.7477525472640991]
JXI,[0.7972892825291862],[0.6918777227401733]
JYI,[0.7643730549373535],[0.8212022185325623]
JZI,[-0.27060839601498476],[-0.2737833261489868]
JXX,[0.897680879601374],[0.9164329171180725]
JXY,[-0.15185093946021722],[-0.08229954540729523]
JXZ,[-0.3876324692199542],[-0.3640751540660858]
JYX,[-0.810934207081069],[-0.8029612898826599]
JYY,[0.02335624132357239],[0.06490486115217209]
JYZ,[-0.6903533027098527],[-0.8363479971885681]
JZX,[-0.45154086728282516],[-0.4298763573169708]
JZY,[0.22117069365781794],[0.2904109060764313]
JZZ,[0.5527549260102405],[0.6027858257293701]
