,treino,previsto
gamma1,[0.08532344272640013],[0.08567413687705994]
gamma2,[0.325643023919054],[0.3267568051815033]
gamma3,[0.34936194697036915],[0.3484199345111847]
gamma4,[0.4912179714973479],[0.48906925320625305]
JXX,[0.3600894847607672],[0.35990411043167114]
JXY,[-0.6868256663820986],[-0.6840031743049622]
JXZ,[0.826249436041292],[0.8266816139221191]
JYX,[-0.13303381992039798],[-0.1337803602218628]
JYY,[0.1655117547434255],[0.165313258767128]
JYZ,[-0.8010491699310545],[-0.8013677000999451]
JZX,[-0.38565199732202915],[-0.38345205783843994]
JZY,[0.683555426225978],[0.6819608807563782]
JZZ,[-0.7514492797589896],[-0.7511475682258606]
JIX,[-0.7105588947326631],[-0.7084261178970337]
JIY,[-0.02020534897708659],[-0.020985474810004234]
JIZ,[0.010200296225074235],[0.01074641477316618]
JXI,[0.9376978550041575],[0.9377683401107788]
JYI,[0.6239745196640374],[0.6208939552307129]
JZI,[0.5803349788037444],[0.5807739496231079]
