,treino,previsto
gamma1,[0.5739411879281008],[0.5736613869667053]
gamma2,[0.013114189588902203],[0.013355533592402935]
gamma3,[0.21672980046384815],[0.21665768325328827]
gamma4,[0.2794823660111103],[0.2795221209526062]
JIX,[0.24580338977940386],[0.24629515409469604]
JIY,[0.4835739785214588],[0.48395493626594543]
JIZ,[0.5903871311313933],[0.5903234481811523]
JXI,[0.8849005675541006],[0.8849334120750427]
JYI,[0.4797971494798614],[0.4803197979927063]
JZI,[0.844649993330834],[0.8449192643165588]
JXX,[-0.9419895434327705],[-0.9417005777359009]
JXY,[-0.0687546912437893],[-0.06871862709522247]
JXZ,[0.8867134339966274],[0.8870111703872681]
JYX,[0.2979491062738484],[0.2971433699131012]
JYY,[0.8018009835012454],[0.8014571666717529]
JYZ,[-0.7735880706937113],[-0.7731786966323853]
JZX,[-0.06186190443567252],[-0.06200896203517914]
JZY,[-0.5068543347603394],[-0.5064902901649475]
JZZ,[0.08752171847186085],[0.08737098425626755]
