,treino,previsto
gamma1,[0.7905476817951573],[0.7901756167411804]
gamma2,[0.1667763675050825],[0.16677500307559967]
gamma3,[0.30614199209589266],[0.30584973096847534]
gamma4,[0.6286784916754126],[0.6284711360931396]
JIX,[-0.3843864905324452],[-0.3841013014316559]
JIY,[0.15591575435007843],[0.1563243716955185]
JIZ,[-0.4687639291636485],[-0.4685191512107849]
JXI,[0.6157921028659785],[0.615637481212616]
JYI,[-0.0655655579974792],[-0.06569738686084747]
JZI,[-0.3349603865251771],[-0.3345825970172882]
JXX,[0.7935051924165137],[0.7932472825050354]
JXY,[0.5848239797390551],[0.5845006704330444]
JXZ,[0.7192273898749051],[0.719006359577179]
JYX,[0.33162747111383184],[0.3313656151294708]
JYY,[-0.6290803677731216],[-0.6287505030632019]
JYZ,[-0.22014295985639176],[-0.22027547657489777]
JZX,[-0.5211412662436052],[-0.5209309458732605]
JZY,[0.5862575754447799],[0.5861675143241882]
JZZ,[-0.9816317794849116],[-0.9810130000114441]
