,treino,previsto
gamma1,[0.32611987261685993],[0.326198011636734]
gamma2,[0.07355343057826824],[0.07348272204399109]
gamma3,[0.8415228969062091],[0.8416469693183899]
gamma4,[0.6172199559140832],[0.6172592043876648]
JXX,[-0.7666989331142724],[-0.7667389512062073]
JXY,[-0.9823887482258662],[-0.9824299812316895]
JXZ,[-0.6866193298332723],[-0.6866004467010498]
JYX,[0.02742641700535131],[0.027379317209124565]
JYY,[0.9789858207551021],[0.9790831804275513]
JYZ,[0.38702052286287625],[0.38706114888191223]
JZX,[-0.24314685775343814],[-0.24314184486865997]
JZY,[-0.18990452936148783],[-0.1900072544813156]
JZZ,[0.3826192568247586],[0.38267993927001953]
JIX,[-0.1829282414910125],[-0.18295490741729736]
JIY,[0.0839440182091924],[0.08391471952199936]
JIZ,[0.7240732329585464],[0.7239591479301453]
JXI,[-0.6466687116091123],[-0.6467263698577881]
JYI,[-0.5496809588437066],[-0.5496930480003357]
JZI,[-0.9418054934637778],[-0.9417881369590759]
