,treino,previsto
gamma1,[0.6084021478742864],[0.6003759503364563]
gamma2,[0.014432392962091867],[-0.01721140183508396]
gamma3,[0.2758368539391567],[0.19039256870746613]
gamma4,[0.14671032194011457],[0.17045503854751587]
JIX,[-0.48198301656905285],[-0.4576806128025055]
JIY,[0.37051598592907387],[0.31021416187286377]
JIZ,[0.36816383603222147],[0.46409088373184204]
JXI,[0.6986723227798604],[0.6108030676841736]
JYI,[-0.6285516522525292],[-0.5050783157348633]
JZI,[-0.5388827820690638],[-0.44874197244644165]
JXX,[-0.7056801636631644],[-0.5481540560722351]
JXY,[-0.5496741288757747],[-0.4234809875488281]
JXZ,[0.4680472044255459],[0.5901532769203186]
JYX,[-0.7395739544804862],[-0.726010262966156]
JYY,[0.06262950369403653],[0.07201934605836868]
JYZ,[-0.5721849390165186],[-0.410968154668808]
JZX,[-0.41068649247327493],[-0.3107190430164337]
JZY,[-0.13683934321557478],[-0.32785752415657043]
JZZ,[0.6753130210065963],[0.7716525793075562]
