,treino,previsto
gamma1,[0.9059729815293226],[0.9115057587623596]
gamma2,[0.05882432741086607],[0.07596801221370697]
gamma3,[0.8188201278420804],[0.8113927841186523]
gamma4,[0.07460963363587747],[0.06168795004487038]
JIX,[-0.05085864262290385],[-0.09899495542049408]
JIY,[0.31494500531451064],[0.34949982166290283]
JIZ,[0.3328209422496762],[0.39316821098327637]
JXI,[-0.7147992941492645],[-0.7432684302330017]
JYI,[-0.9782791138198641],[-1.1656370162963867]
JZI,[-0.25049101587327116],[-0.2396698296070099]
JXX,[-0.4519037210433372],[-0.44254177808761597]
JXY,[0.6206961044701675],[0.5819801092147827]
JXZ,[0.3811853060773691],[0.2959061563014984]
JYX,[0.2029140774554663],[0.16222238540649414]
JYY,[0.11638009550669604],[0.10804422199726105]
JYZ,[0.322642171744002],[0.1800803244113922]
JZX,[-0.709394410579794],[-0.6685643792152405]
JZY,[-0.11989041615046037],[-0.11420704424381256]
JZZ,[-0.6754653552222227],[-0.7005834579467773]
