,treino,previsto
gamma1,[0.49653521716587157],[0.4963088035583496]
gamma2,[0.8612924863730758],[0.8607361912727356]
gamma3,[0.3477168575425721],[0.3477063477039337]
gamma4,[0.6615424192381595],[0.6615845561027527]
JXX,[-0.05466902390511197],[-0.05455627292394638]
JXY,[0.3454622280497679],[0.3449687659740448]
JXZ,[0.7649625069950898],[0.7645303606987]
JYX,[0.38404488297670647],[0.384321391582489]
JYY,[-0.3087151482695474],[-0.3084886074066162]
JYZ,[0.7946470632001239],[0.7942257523536682]
JZX,[-0.366011218325637],[-0.3659161329269409]
JZY,[-0.8324319756419407],[-0.8322750926017761]
JZZ,[-0.4976318139645448],[-0.49684104323387146]
JIX,[-0.09830973170998192],[-0.09836004674434662]
JIY,[-0.12676086344783122],[-0.12642531096935272]
JIZ,[-0.91673110829594],[-0.9159864187240601]
JXI,[0.5352545159169328],[0.5351051688194275]
JYI,[0.34691071289664666],[0.34689202904701233]
JZI,[0.341715081425054],[0.3416593670845032]
