,treino,previsto
gamma1,[0.37397978322450376],[0.37364462018013]
gamma2,[0.3881118510774686],[0.38777467608451843]
gamma3,[0.6823688165291463],[0.6823300123214722]
gamma4,[0.15227653430017296],[0.15232960879802704]
JXX,[-0.23386483593564344],[-0.2338857650756836]
JXY,[0.3686172768546372],[0.3693927526473999]
JXZ,[0.07725826039666361],[0.07579002529382706]
JYX,[0.87675371205687],[0.8759076595306396]
JYY,[-0.021450084455786333],[-0.022051308304071426]
JYZ,[-0.15672141727468958],[-0.15724465250968933]
JZX,[0.22643212360750375],[0.2262161374092102]
JZY,[-0.5666153759864867],[-0.5659826397895813]
JZZ,[0.8039986310648337],[0.8034617900848389]
JIX,[-0.19204385011266734],[-0.19369959831237793]
JIY,[-0.5998491108501092],[-0.5984368920326233]
JIZ,[-0.6423953588267755],[-0.6417719125747681]
JXI,[-0.5031373629980624],[-0.502906858921051]
JYI,[0.5197548730161559],[0.5200488567352295]
JZI,[-0.4976979832495598],[-0.49585801362991333]
