,treino,previsto
gamma1,[0.42889121166998756],[0.42819616198539734]
gamma2,[0.5341966954839735],[0.5333996415138245]
gamma3,[0.6309486332578008],[0.6298196315765381]
gamma4,[0.6325186435673117],[0.6315261721611023]
JXX,[-0.39612480866150146],[-0.39518943428993225]
JXY,[-0.2967521262767605],[-0.29701364040374756]
JXZ,[0.44372522715230645],[0.44288182258605957]
JYX,[0.9312928150076802],[0.9295668005943298]
JYY,[0.32525553512517136],[0.32569751143455505]
JYZ,[0.08116241373627942],[0.08112657070159912]
JZX,[-0.22419764841343515],[-0.22362883388996124]
JZY,[-0.1885205012822757],[-0.18889904022216797]
JZZ,[0.4381917707973002],[0.43679279088974]
JIX,[-0.8193202914613009],[-0.818575382232666]
JIY,[0.9012671291268881],[0.8989995718002319]
JIZ,[-0.7000578940080291],[-0.7015179991722107]
JXI,[0.47874074135255906],[0.4778907895088196]
JYI,[0.6824847918698727],[0.6820990443229675]
JZI,[0.49427390372409374],[0.4924156963825226]
