,treino,previsto
gamma1,[0.5142391923392725],[0.513992428779602]
gamma2,[0.12719542493136293],[0.12813639640808105]
gamma3,[0.822504261347236],[0.8211808800697327]
gamma4,[0.4384186353936572],[0.4371880888938904]
JXX,[0.8672964754196031],[0.8643986582756042]
JXY,[-0.2971753162130415],[-0.30006760358810425]
JXZ,[-0.11667111811504105],[-0.11471636593341827]
JYX,[-0.08656606787375187],[-0.08509413152933121]
JYY,[0.848272819486878],[0.8510036468505859]
JYZ,[-0.10800306244401559],[-0.11296798288822174]
JZX,[-0.37329493047038453],[-0.3732890188694]
JZY,[0.005433166393849609],[0.008333413861691952]
JZZ,[-0.993975301245287],[-0.9958873987197876]
JIX,[0.7194568903837308],[0.7173501253128052]
JIY,[0.03055965702624408],[0.024390917271375656]
JIZ,[-0.7727784317840369],[-0.7676383256912231]
JXI,[-0.7587698727847505],[-0.7552477717399597]
JYI,[-0.3817575397810242],[-0.3879990875720978]
JZI,[0.7508252688674453],[0.747374951839447]
