,treino,previsto
gamma1,[0.6486196600598926],[0.6366836428642273]
gamma2,[0.3600039055970481],[0.35253506898880005]
gamma3,[0.7436517163788576],[0.7113041281700134]
gamma4,[0.3870233101693551],[0.29816436767578125]
JIX,[0.5203229566195489],[0.4647170305252075]
JIY,[0.027633204606499318],[-0.02274789661169052]
JIZ,[0.9942043682387769],[0.9432547092437744]
JXI,[0.07844212328817135],[-0.03348398581147194]
JYI,[0.8711112121391873],[0.8842598795890808]
JZI,[-0.7433546640431199],[-0.7751047015190125]
JXX,[-0.012052371670506545],[0.06847313046455383]
JXY,[-0.7209990500522725],[-0.646108865737915]
JXZ,[-0.974270856363531],[-0.9584739208221436]
JYX,[-0.8303830380614758],[-0.7949143648147583]
JYY,[-0.4467194556101548],[-0.36921122670173645]
JYZ,[-0.6123969250196721],[-0.5292876362800598]
JZX,[0.1360202390272387],[0.09083744138479233]
JZY,[0.058337161073580335],[-0.09913625568151474]
JZZ,[-0.6104254479830256],[-0.579821765422821]
