,treino,previsto
gamma1,[0.5628688113018914],[0.4110652804374695]
gamma2,[0.1447411064167936],[0.08552972972393036]
gamma3,[0.6212680126015702],[0.533806562423706]
gamma4,[0.9354403775856178],[0.7709968686103821]
JIX,[-0.45701777348010886],[-0.3393070697784424]
JIY,[0.08381318894888312],[0.35980162024497986]
JIZ,[0.41626068745402045],[0.9319018125534058]
JXI,[0.917191422295486],[0.491194486618042]
JYI,[-0.2618426626154975],[0.007771722972393036]
JZI,[0.06558319034107951],[0.23281103372573853]
JXX,[-0.2505554106105863],[-0.2743511497974396]
JXY,[0.1001806372651497],[-0.06843020766973495]
JXZ,[0.6830199055618982],[0.23089668154716492]
JYX,[0.9856124726433224],[1.0768414735794067]
JYY,[0.8570814910534756],[0.333510160446167]
JYZ,[0.8766170981231314],[0.8803874254226685]
JZX,[-0.891220563811497],[-0.8093695044517517]
JZY,[-0.5173986975921827],[-0.1964884102344513]
JZZ,[0.8920340765929551],[0.7811280488967896]
