,treino,previsto
gamma1,[0.4038939304443483],[0.40383216738700867]
gamma2,[0.9838452116221412],[0.9835054278373718]
gamma3,[0.8525733211181529],[0.8524271249771118]
gamma4,[0.02834460540810857],[0.028430521488189697]
JXX,[0.8527148495207293],[0.852509617805481]
JXY,[-0.20524249153897567],[-0.2052270621061325]
JXZ,[0.9357357839289453],[0.9352860450744629]
JYX,[0.46294383251575466],[0.46275994181632996]
JYY,[0.09623021667461118],[0.09618011116981506]
JYZ,[0.2578467628719523],[0.25762537121772766]
JZX,[0.17212874681714885],[0.1721765100955963]
JZY,[-0.27955778856918556],[-0.27945664525032043]
JZZ,[0.9934358936204937],[0.9934834241867065]
JIX,[-0.512964474581326],[-0.5129565000534058]
JIY,[0.004417979006311912],[0.004496799316257238]
JIZ,[-0.6761249714183881],[-0.6758793592453003]
JXI,[0.6424444316865625],[0.6421375274658203]
JYI,[-0.5372009749323281],[-0.5371703505516052]
JZI,[0.10465728127714469],[0.10485083609819412]
