,treino,previsto
gamma1,[0.32815001334865257],[0.3281143009662628]
gamma2,[0.2737581923538134],[0.2737864851951599]
gamma3,[0.6737605112059536],[0.6737350821495056]
gamma4,[0.9727359863624989],[0.9726513624191284]
JIX,[-0.10972154968635439],[-0.10966106504201889]
JIY,[-0.4118230353222292],[-0.41174113750457764]
JIZ,[0.8188577481051011],[0.8187882304191589]
JXI,[-0.031387304368323043],[-0.03135455772280693]
JYI,[-0.8259080739809848],[-0.8257919549942017]
JZI,[0.4999159288187607],[0.4998095631599426]
JXX,[-0.849123527714404],[-0.8491024971008301]
JXY,[-0.5949888037030053],[-0.5949546694755554]
JXZ,[-0.8521523054463589],[-0.8520556688308716]
JYX,[0.25641529719452016],[0.2564009130001068]
JYY,[0.6850666514970689],[0.6850184798240662]
JYZ,[0.2223887601504444],[0.2223132699728012]
JZX,[-0.555055593525728],[-0.5549840331077576]
JZY,[0.6900198748973474],[0.6900011897087097]
JZZ,[0.7430289704795401],[0.7430615425109863]
