,treino,previsto
gamma1,[0.2356150800222051],[0.2619439363479614]
gamma2,[0.17464896550344733],[0.1832527220249176]
gamma3,[0.4244121561757058],[0.4099353551864624]
gamma4,[0.9777111756227775],[0.9399481415748596]
JIX,[0.6289562908956208],[0.6698352694511414]
JIY,[-0.8079541131822325],[-0.7616317868232727]
JIZ,[0.8487886289478179],[0.8608424663543701]
JXI,[0.46084424662008483],[0.4168333113193512]
JYI,[-0.4853199609607668],[-0.5457397103309631]
JZI,[-0.14503240733877742],[-0.15722393989562988]
JXX,[-0.9317073426318694],[-0.9635503888130188]
JXY,[-0.7054176645697114],[-0.6839869022369385]
JXZ,[0.3028950750933861],[0.31251347064971924]
JYX,[0.5443779477967157],[0.4975740611553192]
JYY,[-0.6226038497325039],[-0.5825948715209961]
JYZ,[0.3931749682300858],[0.346951961517334]
JZX,[-0.24234069920584478],[-0.1906106173992157]
JZY,[0.09185539200009729],[0.05080247297883034]
JZZ,[0.6680002796644271],[0.7471212148666382]
