,treino,previsto
gamma1,[0.92965859608353],[0.852453887462616]
gamma2,[0.5569854761423373],[0.506843626499176]
gamma3,[0.3846514573686475],[0.37144917249679565]
gamma4,[0.030345543681900566],[0.11033917963504791]
JIX,[0.9318383760498881],[0.9072182774543762]
JIY,[0.11951182799780913],[0.05948985740542412]
JIZ,[-0.05265622357871269],[0.04736856743693352]
JXI,[0.046558950858430315],[0.2869660556316376]
JYI,[0.5353201261569036],[0.737834095954895]
JZI,[0.9772120554889443],[1.2101221084594727]
JXX,[-0.1588688834408547],[-0.3914005160331726]
JXY,[-0.5381276295407358],[-0.4487288296222687]
JXZ,[-0.2506249305871704],[0.012651139870285988]
JYX,[-0.8646050641334451],[-0.9975268840789795]
JYY,[0.2864398249304285],[0.40628156065940857]
JYZ,[0.985193901863664],[1.0184365510940552]
JZX,[-0.5855663564444096],[-0.8031802773475647]
JZY,[0.5180930729616604],[0.5083521604537964]
JZZ,[-0.5781795821423887],[-0.40848082304000854]
