,treino,previsto
gamma1,[0.041880336369846005],[0.041840922087430954]
gamma2,[0.9821934207987782],[0.9814994931221008]
gamma3,[0.9647577811255668],[0.9642850756645203]
gamma4,[0.6539225335338404],[0.6535899043083191]
JXX,[-0.6306793122902468],[-0.6292937397956848]
JXY,[0.023817278083611004],[0.023415055125951767]
JXZ,[0.25976544043360383],[0.26151320338249207]
JYX,[0.5859537450399053],[0.5847724080085754]
JYY,[-0.8117530875415631],[-0.8103960156440735]
JYZ,[-0.393197474750949],[-0.3901251554489136]
JZX,[-0.8186589250163212],[-0.8191923499107361]
JZY,[0.6192890687343551],[0.6183250546455383]
JZZ,[0.38687696508247815],[0.3881711959838867]
JIX,[-0.09524089298036276],[-0.09524709731340408]
JIY,[0.11954477216099191],[0.11988610774278641]
JIZ,[0.8484211680474587],[0.8456178307533264]
JXI,[-0.06869985980045334],[-0.06692009419202805]
JYI,[0.01568254612454223],[0.01808948628604412]
JZI,[0.1747696576997939],[0.1745583862066269]
