,treino,previsto
gamma1,[0.3493243355051877],[0.33711767196655273]
gamma2,[0.16679970202499006],[0.15951119363307953]
gamma3,[0.34767461274915756],[0.34209972620010376]
gamma4,[0.03029517373803181],[0.05423593521118164]
JIX,[-0.3524933083584687],[-0.3206404149532318]
JIY,[0.24005897043108937],[0.19226332008838654]
JIZ,[-0.9830400010208644],[-0.9934716820716858]
JXI,[0.9657155745444512],[0.9502307772636414]
JYI,[0.6443170123795019],[0.6578953266143799]
JZI,[0.9980395764003489],[1.0502002239227295]
JXX,[-0.4732993977256994],[-0.4788408577442169]
JXY,[-0.601022697802895],[-0.5321773290634155]
JXZ,[-0.8905240506758743],[-0.9253917336463928]
JYX,[-0.6123952492363249],[-0.6864464282989502]
JYY,[-0.951628553680506],[-0.9264194369316101]
JYZ,[0.38347605655689154],[0.43496233224868774]
JZX,[-0.26866060598167785],[-0.25580623745918274]
JZY,[0.6311232813762566],[0.5677704215049744]
JZZ,[0.5213440527032356],[0.497494101524353]
