,treino,previsto
gamma1,[0.9948195629497427],[0.9036620855331421]
gamma2,[0.9493954730932436],[0.8578894138336182]
gamma3,[0.5441770474293208],[0.5136109590530396]
gamma4,[0.4448541887258536],[0.43020275235176086]
JXX,[0.3394608028804418],[0.37695789337158203]
JXY,[-0.3837270848217116],[-0.31642305850982666]
JXZ,[0.21188833135692486],[0.14882108569145203]
JYX,[0.21360346728167579],[0.16627442836761475]
JYY,[0.16240803422400618],[0.15491555631160736]
JYZ,[-0.6832342594903889],[-0.5531880855560303]
JZX,[-0.13866071941746272],[-0.04984801635146141]
JZY,[-0.21293635958925727],[-0.35323819518089294]
JZZ,[0.4460241624749317],[0.586413562297821]
JIX,[0.9120685437784988],[0.9315765500068665]
JIY,[0.8956549741186988],[0.8228417038917542]
JIZ,[-0.8868972645463826],[-0.740451455116272]
JXI,[-0.8302560096821567],[-0.7367597222328186]
JYI,[0.6709977562588991],[0.6915045976638794]
JZI,[0.4719399781370466],[0.7952079176902771]
