,treino,previsto
gamma1,[0.46137519071410127],[0.4598487317562103]
gamma2,[0.7856333408759735],[0.7849574685096741]
gamma3,[0.5584469387242702],[0.5566903352737427]
gamma4,[0.974261266946173],[0.9709734916687012]
JIX,[-0.837818670752231],[-0.8370380997657776]
JIY,[0.2136055782918591],[0.2137119323015213]
JIZ,[0.9954557010352247],[0.986738920211792]
JXI,[-0.7188265123325341],[-0.7147514224052429]
JYI,[0.704572082529658],[0.6989206075668335]
JZI,[-0.7008545123478973],[-0.6975706219673157]
JXX,[-0.16795724132015688],[-0.16385169327259064]
JXY,[0.7918128551580439],[0.793378472328186]
JXZ,[-0.40060849944206534],[-0.39930862188339233]
JYX,[0.36267120144248377],[0.35853633284568787]
JYY,[-0.8468727980494843],[-0.8417708873748779]
JYZ,[0.7208768750809686],[0.7149566411972046]
JZX,[-0.0646316912873881],[-0.06365647912025452]
JZY,[-0.9926550802113958],[-0.9872238039970398]
JZZ,[-0.7094524862747427],[-0.7047489881515503]
