,treino,previsto
gamma1,[0.4335270462955384],[0.40422114729881287]
gamma2,[0.8554088477491049],[0.8496368527412415]
gamma3,[0.9372801278909322],[0.8870134949684143]
gamma4,[0.5687076940748169],[0.44391003251075745]
JIX,[-0.4403690528540243],[-0.36732012033462524]
JIY,[0.0042808872494692896],[0.050909433513879776]
JIZ,[0.12829563294553736],[0.20070114731788635]
JXI,[-0.07807628366854513],[0.08056099712848663]
JYI,[0.1734731208329543],[0.22235623002052307]
JZI,[-0.02553243332706523],[-0.10026776790618896]
JXX,[0.03579855711022262],[0.11565432697534561]
JXY,[-0.5955356590317753],[-0.5461472868919373]
JXZ,[-0.7792109396740667],[-0.6340695023536682]
JYX,[-0.4897951571405561],[-0.4224867522716522]
JYY,[0.559631598803906],[0.5001210570335388]
JYZ,[-0.9491812971888518],[-0.9437791109085083]
JZX,[-0.2956259316551795],[-0.24427291750907898]
JZY,[-0.15528266879590258],[-0.12704961001873016]
JZZ,[0.10612110780233319],[-0.05655684694647789]
