,treino,previsto
gamma1,[0.6356198271421528],[0.6357799172401428]
gamma2,[0.3012944565249175],[0.30142873525619507]
gamma3,[0.30925941853405303],[0.30926308035850525]
gamma4,[0.49610056652766343],[0.495912104845047]
JXX,[0.8176570464277362],[0.8175492882728577]
JXY,[-0.626974881004831],[-0.6267167329788208]
JXZ,[0.30345421888232527],[0.3036341071128845]
JYX,[0.23423455571393448],[0.23400214314460754]
JYY,[0.00678767742209474],[0.006654243916273117]
JYZ,[0.9323959303949194],[0.9323066473007202]
JZX,[0.05653244973667082],[0.05672867223620415]
JZY,[-0.10949180599742303],[-0.10946622490882874]
JZZ,[0.8871223132747139],[0.8869441151618958]
JIX,[0.1406568462737463],[0.14056818187236786]
JIY,[0.2644659911575571],[0.26429516077041626]
JIZ,[0.634007719766547],[0.6339071989059448]
JXI,[-0.44541829110731035],[-0.44540083408355713]
JYI,[0.30371993601715563],[0.3036963641643524]
JZI,[0.7816219111185623],[0.7815605998039246]
