,treino,previsto
gamma1,[0.8924724586388075],[0.8932008743286133]
gamma2,[0.0695843380774609],[0.07001511752605438]
gamma3,[0.6741693556379136],[0.6754916310310364]
gamma4,[0.25039996909212603],[0.250418484210968]
JXX,[0.08661423184359096],[0.08748198300600052]
JXY,[-0.34445619760718293],[-0.3441638946533203]
JXZ,[0.41979916256951233],[0.4198661148548126]
JYX,[-0.7551256135755018],[-0.7527422904968262]
JYY,[-0.2726347444165209],[-0.2744879424571991]
JYZ,[-0.4477936419037267],[-0.44751816987991333]
JZX,[0.5097123695839638],[0.5088125467300415]
JZY,[0.6724889948478261],[0.6722720861434937]
JZZ,[0.027949878810316964],[0.0269252248108387]
JIX,[-0.7080903986407061],[-0.7061626315116882]
JIY,[-0.6216493565570518],[-0.6215117573738098]
JIZ,[0.6782149346653983],[0.6748104691505432]
JXI,[0.08109353634994831],[0.08163304626941681]
JYI,[-0.43827709921987545],[-0.4394230842590332]
JZI,[-0.3291341864361108],[-0.3292112350463867]
