,treino,previsto
gamma1,[0.7976834640931965],[0.7954955101013184]
gamma2,[0.6715515831338204],[0.6688947677612305]
gamma3,[0.04510972210455566],[0.045044925063848495]
gamma4,[0.4658771443546851],[0.4646521210670471]
JIX,[0.09360310707326613],[0.09391718357801437]
JIY,[-0.751762199047689],[-0.7504602074623108]
JIZ,[-0.439812774919055],[-0.4377598464488983]
JXI,[-0.13859556840738407],[-0.1384604424238205]
JYI,[-0.9662104295599947],[-0.9627580642700195]
JZI,[-0.0036095623537208965],[-0.004891739226877689]
JXX,[0.9040597871742617],[0.9016305804252625]
JXY,[-0.14288133986122675],[-0.14200501143932343]
JXZ,[0.6680513959234107],[0.6653121113777161]
JYX,[0.9200527003028165],[0.9170849323272705]
JYY,[-0.9591939086411334],[-0.9565803408622742]
JYZ,[-0.9739188441020281],[-0.9703061580657959]
JZX,[-0.12798590426185763],[-0.1284477710723877]
JZY,[0.9198433596040032],[0.917691707611084]
JZZ,[-0.09101376905350467],[-0.08987441658973694]
