,treino,previsto
gamma1,[0.35803267961629326],[0.3577166497707367]
gamma2,[0.260402331953273],[0.2602001130580902]
gamma3,[0.8042812841588886],[0.804086446762085]
gamma4,[0.6316639223416798],[0.6318093538284302]
JIX,[-0.7863429245966886],[-0.786481499671936]
JIY,[0.40517104797371095],[0.4058854877948761]
JIZ,[0.30408404062855077],[0.30519235134124756]
JXI,[0.8807047791322358],[0.8791801333427429]
JYI,[-0.4577695468793537],[-0.4571809470653534]
JZI,[-0.48844897313392166],[-0.48782968521118164]
JXX,[0.4681187282893935],[0.4683087468147278]
JXY,[0.3169000364801515],[0.3162943720817566]
JXZ,[-0.39402405222328984],[-0.3954291045665741]
JYX,[0.36846625615391093],[0.3685321807861328]
JYY,[-0.2066527099339721],[-0.20654623210430145]
JYZ,[0.5550331757802247],[0.5547760725021362]
JZX,[-0.7632008602691229],[-0.7631762623786926]
JZY,[-0.5534677673755009],[-0.5530685186386108]
JZZ,[0.8029261725493977],[0.8027873635292053]
