,treino,previsto
gamma1,[0.011103140095212849],[0.0041190944612026215]
gamma2,[0.06936843811723081],[0.0609559565782547]
gamma3,[0.17029397548628933],[0.13964806497097015]
gamma4,[0.23062657285541344],[0.25449514389038086]
JIX,[0.9567097167419933],[1.0268491506576538]
JIY,[-0.8909546899790852],[-0.9337256550788879]
JIZ,[0.45132344234864985],[0.43736740946769714]
JXI,[-0.032276513351115144],[0.05033211410045624]
JYI,[0.8834464903328145],[0.824826180934906]
JZI,[-0.18629102358141614],[-0.21086496114730835]
JXX,[0.8384859880845335],[0.7341153621673584]
JXY,[-0.6817044022321801],[-0.708258330821991]
JXZ,[0.9895603626777179],[1.0259966850280762]
JYX,[-0.1740409161067018],[-0.21358811855316162]
JYY,[-0.6337030386141642],[-0.7433353066444397]
JYZ,[-0.3078017914359601],[-0.33789509534835815]
JZX,[0.2615917474199978],[0.216713085770607]
JZY,[-0.931611574528584],[-0.965461790561676]
JZZ,[-0.22563199046343807],[-0.2288697510957718]
