,treino,previsto
gamma1,[0.15061642402352393],[0.1502172201871872]
gamma2,[0.6348606582851885],[0.6325804591178894]
gamma3,[0.8680453071432968],[0.8650704026222229]
gamma4,[0.5231812103833013],[0.5216370224952698]
JIX,[-0.5240707458162173],[-0.5228974223136902]
JIY,[0.08845845059190371],[0.0871807336807251]
JIZ,[-0.2600896669038415],[-0.26041337847709656]
JXI,[0.20784007719238895],[0.2038392424583435]
JYI,[0.25144060821610803],[0.2502381503582001]
JZI,[-0.8689422815203738],[-0.865810215473175]
JXX,[-0.9736640168902517],[-0.9708659052848816]
JXY,[0.67493816419292],[0.6720494627952576]
JXZ,[-0.4812919713439847],[-0.4814785420894623]
JYX,[-0.5313380779066073],[-0.5306527614593506]
JYY,[0.9912896710209256],[0.9887250065803528]
JYZ,[-0.05947298495510411],[-0.05738365650177002]
JZX,[0.6729229025487775],[0.6711587309837341]
JZY,[-0.0472935826013301],[-0.04572131484746933]
JZZ,[0.2781362810883239],[0.27968987822532654]
