,treino,previsto
gamma1,[0.30821956876132295],[0.38489148020744324]
gamma2,[0.4007024373711281],[0.3834091126918793]
gamma3,[0.8816498189519364],[0.8188405632972717]
gamma4,[0.012715156358592217],[0.00028485385701060295]
JIX,[-0.8504124862537785],[-0.753851592540741]
JIY,[0.5320014716444283],[0.4893992245197296]
JIZ,[0.944187335187751],[0.9149649739265442]
JXI,[-0.16941362221762857],[0.013569743372499943]
JYI,[0.889752232974109],[0.9232376217842102]
JZI,[-0.1410672442944536],[-0.23067377507686615]
JXX,[0.24322790321746246],[0.18108485639095306]
JXY,[0.8389083130549975],[0.9029442667961121]
JXZ,[-0.5924918257624066],[-0.48824256658554077]
JYX,[-0.920518135049899],[-0.9418050050735474]
JYY,[-0.6464582042697216],[-0.7798973917961121]
JYZ,[-0.9300242489872956],[-0.9257534742355347]
JZX,[-0.12107743052932629],[-0.036372847855091095]
JZY,[-0.7539648609946157],[-0.7674144506454468]
JZZ,[-0.8089635298967284],[-0.855542004108429]
