,treino,previsto
gamma1,[0.5139289405222758],[0.4911913573741913]
gamma2,[0.2979079699160261],[0.4805108308792114]
gamma3,[0.5798623379994603],[0.2702368199825287]
gamma4,[0.9610460637489058],[0.49626684188842773]
JIX,[0.011880827540495353],[-0.36811360716819763]
JIY,[-0.09343057367074792],[0.6517415642738342]
JIZ,[0.11594165163533754],[0.7289081811904907]
JXI,[-0.23155824126417013],[-0.8019363284111023]
JYI,[0.6690422746144482],[0.26915356516838074]
JZI,[-0.6811824865810532],[0.3251618444919586]
JXX,[-0.0993246484870236],[-0.2132851928472519]
JXY,[0.5258626616390383],[1.0513057708740234]
JXZ,[0.21218691768397302],[-0.12279514968395233]
JYX,[0.8117454546265361],[-0.006350395269691944]
JYY,[-0.4226432633318953],[-0.5268966555595398]
JYZ,[-0.2842197832227855],[-0.3130958676338196]
JZX,[-0.3905193107940479],[-0.16597966849803925]
JZY,[-0.7355236768235658],[0.09810283035039902]
JZZ,[-0.8493298111601335],[-0.0983457937836647]
