,treino,previsto
gamma1,[0.3642906472729208],[0.3561144471168518]
gamma2,[0.9552362077987966],[0.8598127365112305]
gamma3,[0.01127596271534248],[0.007965009659528732]
gamma4,[0.7216819040125406],[0.6851252317428589]
JIX,[0.09738921128764444],[0.27779442071914673]
JIY,[0.5010819007713414],[0.6548193097114563]
JIZ,[0.49461345881920815],[0.3396035432815552]
JXI,[0.7300902479000198],[0.8263346552848816]
JYI,[-0.42818641019276615],[-0.25389328598976135]
JZI,[0.9311449267290317],[0.4514908194541931]
JXX,[0.13348005804138263],[0.033110231161117554]
JXY,[0.4947781939171796],[0.6326749324798584]
JXZ,[0.5097966322719836],[0.45762404799461365]
JYX,[0.8583989113564305],[0.7162485122680664]
JYY,[-0.45177555601451247],[-0.3655169606208801]
JYZ,[-0.2667563735632268],[-0.15225893259048462]
JZX,[0.434689013949763],[0.6109175086021423]
JZY,[0.1705933202916765],[0.2225627601146698]
JZZ,[0.5007357462750803],[0.3390195965766907]
