,treino,previsto
gamma1,[0.951939128259082],[0.729682445526123]
gamma2,[0.8467770172755084],[0.648630678653717]
gamma3,[0.37265643819973215],[0.28535810112953186]
gamma4,[0.8090952493694098],[0.6132383942604065]
JXX,[-0.0974703196240907],[-0.07466328144073486]
JXY,[0.7767386580946491],[0.5803885459899902]
JXZ,[0.635838140646408],[0.4555608034133911]
JYX,[-0.4705454932396085],[-0.34586894512176514]
JYY,[-0.4543397669530467],[-0.36447784304618835]
JYZ,[-0.8514402725273611],[-0.6540469527244568]
JZX,[0.4630963972794697],[0.38594943284988403]
JZY,[-0.9179128262695495],[-0.7075393795967102]
JZZ,[0.3581159954508317],[0.21582067012786865]
JIX,[-0.5926591051578969],[-0.43319159746170044]
JIY,[-0.814613156303337],[-0.6091827154159546]
JIZ,[0.3189600046665215],[0.24824179708957672]
JXI,[0.17225884362757293],[0.15502017736434937]
JYI,[0.26881842145966495],[0.2238893061876297]
JZI,[-0.29030610911584054],[-0.16417355835437775]
