,treino,previsto
gamma1,[0.4438774447470737],[0.44378232955932617]
gamma2,[0.9596160635365508],[0.9594636559486389]
gamma3,[0.9712559648074823],[0.971045196056366]
gamma4,[0.8383626047485429],[0.8380237221717834]
JIX,[0.36400912117595574],[0.3637543022632599]
JIY,[-0.8167947838408722],[-0.8164797425270081]
JIZ,[0.2356326977228047],[0.23594987392425537]
JXI,[0.6838398091019124],[0.6836711168289185]
JYI,[0.6691005771521796],[0.6690098643302917]
JZI,[0.030035451582698824],[0.029199467971920967]
JXX,[0.26207593059135315],[0.26192203164100647]
JXY,[-0.2615403318741629],[-0.26154619455337524]
JXZ,[0.05603724403844934],[0.05598403140902519]
JYX,[-0.7842866333945362],[-0.7839094400405884]
JYY,[0.365899867666593],[0.3656233847141266]
JYZ,[0.20133672349955978],[0.20102326571941376]
JZX,[-0.43615095428719],[-0.4359288513660431]
JZY,[-0.24285431246360178],[-0.2426506131887436]
JZZ,[0.4722630742673428],[0.47202563285827637]
