,treino,previsto
gamma1,[0.32815001334865257],[0.32792535424232483]
gamma2,[0.2737581923538134],[0.27398622035980225]
gamma3,[0.6737605112059536],[0.6735029220581055]
gamma4,[0.9727359863624989],[0.9719638228416443]
JXX,[-0.849123527714404],[-0.8483113646507263]
JXY,[-0.5949888037030053],[-0.5949627161026001]
JXZ,[-0.8521523054463589],[-0.8512281775474548]
JYX,[0.25641529719452016],[0.2557905316352844]
JYY,[0.6850666514970689],[0.6848708391189575]
JYZ,[0.2223887601504444],[0.22241392731666565]
JZX,[-0.555055593525728],[-0.554807186126709]
JZY,[0.6900198748973474],[0.6893378496170044]
JZZ,[0.7430289704795401],[0.7427493333816528]
JIX,[-0.10972154968635439],[-0.10947263240814209]
JIY,[-0.4118230353222292],[-0.41142213344573975]
JIZ,[0.8188577481051011],[0.8171937465667725]
JXI,[-0.031387304368323043],[-0.031063523143529892]
JYI,[-0.8259080739809848],[-0.8251026272773743]
JZI,[0.4999159288187607],[0.4991910457611084]
