,treino,previsto
gamma1,[0.17618810428468956],[0.17620572447776794]
gamma2,[0.8508752517946389],[0.8504844903945923]
gamma3,[0.8202199870687111],[0.8201346397399902]
gamma4,[0.37585828567644886],[0.3756551444530487]
JXX,[-0.09362154306757531],[-0.09354952722787857]
JXY,[-0.0034555404038976167],[-0.0034326184540987015]
JXZ,[-0.9616857839513044],[-0.9615085124969482]
JYX,[-0.1352223220971196],[-0.13520817458629608]
JYY,[-0.25525063835814765],[-0.255085825920105]
JYZ,[0.704577266381706],[0.704298734664917]
JZX,[0.09396780858201126],[0.09375371038913727]
JZY,[0.510633676509932],[0.5104618668556213]
JZZ,[-0.13186372229553167],[-0.13179300725460052]
JIX,[-0.9228963213252399],[-0.9226191639900208]
JIY,[0.3924486452741056],[0.39240583777427673]
JIZ,[-0.712133557209278],[-0.7118452191352844]
JXI,[-0.0749354903418249],[-0.07487690448760986]
JYI,[0.34329352823553405],[0.3430771231651306]
JZI,[0.5859025433105887],[0.58566814661026]
