,treino,previsto
gamma1,[0.7212885992572478],[0.7189004421234131]
gamma2,[0.08366591038506865],[0.08311223238706589]
gamma3,[0.679464779137179],[0.6753363609313965]
gamma4,[0.005343265292397037],[0.005473522935062647]
JIX,[-0.047683475541308695],[-0.04826962947845459]
JIY,[0.2604381086377703],[0.2577119469642639]
JIZ,[-0.19207806086305412],[-0.18861371278762817]
JXI,[0.8400480253526539],[0.8373072147369385]
JYI,[-0.9662967591954601],[-0.9630997776985168]
JZI,[0.9752211014725047],[0.9721068143844604]
JXX,[0.40822888780668243],[0.40565332770347595]
JXY,[0.6079899762951007],[0.6051979660987854]
JXZ,[0.6062115991790376],[0.6046756505966187]
JYX,[-0.5972657695612691],[-0.5933562517166138]
JYY,[0.6388346370785187],[0.6358084678649902]
JYZ,[0.30593781135973064],[0.30375388264656067]
JZX,[-0.7051380860833518],[-0.7021214962005615]
JZY,[0.7226628276219034],[0.7195860147476196]
JZZ,[-0.11992738845557072],[-0.11867717653512955]
