,treino,previsto
gamma1,[0.6556656514896784],[0.6553524732589722]
gamma2,[0.7707825372818101],[0.7706720232963562]
gamma3,[0.6486473098880531],[0.6484244465827942]
gamma4,[0.7519567103881644],[0.751670241355896]
JIX,[0.8246867187194984],[0.8242448568344116]
JIY,[-0.011300505399674421],[-0.010785257443785667]
JIZ,[0.13160290901296068],[0.13057033717632294]
JXI,[-0.2934101986418025],[-0.29321667551994324]
JYI,[-0.7727670059828655],[-0.7717187404632568]
JZI,[-0.28923988122014976],[-0.28854134678840637]
JXX,[-0.654314601549209],[-0.6543646454811096]
JXY,[-0.7562164546869965],[-0.7554329037666321]
JXZ,[-0.6778506698956863],[-0.6772876381874084]
JYX,[-0.9340598937863975],[-0.9340425133705139]
JYY,[0.10681764632445323],[0.1060226708650589]
JYZ,[-0.7618314373676482],[-0.7606292963027954]
JZX,[0.24341659002924376],[0.24306528270244598]
JZY,[-0.26427903177630796],[-0.26431506872177124]
JZZ,[0.8135483283424336],[0.8128777742385864]
