,treino,previsto
gamma1,[0.7808225146632043],[0.7798352241516113]
gamma2,[0.4458428536123128],[0.40680500864982605]
gamma3,[0.09635672042981958],[0.11908475309610367]
gamma4,[0.031698349795664105],[0.041637565940618515]
JIX,[0.819538475847744],[0.8419407606124878]
JIY,[-0.41184191848264295],[-0.38771238923072815]
JIZ,[-0.08113224133756103],[-0.02153192088007927]
JXI,[-0.7272825789128776],[-0.6918008923530579]
JYI,[0.9901214406925392],[0.9323393702507019]
JZI,[-0.6907120075849054],[-0.6248275637626648]
JXX,[0.3478791069281282],[0.3821939527988434]
JXY,[0.19605110908336165],[0.26368874311447144]
JXZ,[0.4292474339778447],[0.4655856490135193]
JYX,[-0.17894815197709124],[-0.20340466499328613]
JYY,[-0.2398214007224022],[-0.2223733812570572]
JYZ,[-0.20020701514138461],[-0.20695212483406067]
JZX,[-0.8548967912090066],[-0.8249686360359192]
JZY,[-0.36047022384573424],[-0.299125075340271]
JZZ,[-0.448333704823876],[-0.32800373435020447]
