,treino,previsto
gamma1,[0.4038939304443483],[0.4100326597690582]
gamma2,[0.9838452116221412],[0.9860038161277771]
gamma3,[0.8525733211181529],[0.8489779829978943]
gamma4,[0.02834460540810857],[0.027845514938235283]
JIX,[-0.512964474581326],[-0.5073480010032654]
JIY,[0.004417979006311912],[0.005355301313102245]
JIZ,[-0.6761249714183881],[-0.6755344271659851]
JXI,[0.6424444316865625],[0.6042410731315613]
JYI,[-0.5372009749323281],[-0.5145225524902344]
JZI,[0.10465728127714469],[0.16574351489543915]
JXX,[0.8527148495207293],[0.8463181257247925]
JXY,[-0.20524249153897567],[-0.1857892870903015]
JXZ,[0.9357357839289453],[0.9470226764678955]
JYX,[0.46294383251575466],[0.43160921335220337]
JYY,[0.09623021667461118],[0.07946311682462692]
JYZ,[0.2578467628719523],[0.2538514733314514]
JZX,[0.17212874681714885],[0.16178658604621887]
JZY,[-0.27955778856918556],[-0.2656785547733307]
JZZ,[0.9934358936204937],[0.9645670652389526]
