,treino,previsto
gamma1,[0.4121982082245681],[0.4120319187641144]
gamma2,[0.3921160702731351],[0.3921161890029907]
gamma3,[0.4143186456422864],[0.41405797004699707]
gamma4,[0.14720958617343982],[0.14719128608703613]
JXX,[0.5761022388154311],[0.5758565664291382]
JXY,[0.7293919108689626],[0.7289436459541321]
JXZ,[-0.17093465529655072],[-0.17068763077259064]
JYX,[0.6576844368628596],[0.6575113534927368]
JYY,[0.13409102615190394],[0.1344415843486786]
JYZ,[0.6612263399279708],[0.6614200472831726]
JZX,[-0.3576098895078468],[-0.35771313309669495]
JZY,[0.09643259359449252],[0.09639900922775269]
JZZ,[-0.11943636623090592],[-0.11936067789793015]
JIX,[0.36848190482414656],[0.36884164810180664]
JIY,[-0.8083253830463917],[-0.8078413009643555]
JIZ,[-0.6661703874666143],[-0.6664207577705383]
JXI,[0.21024771548237609],[0.210504949092865]
JYI,[-0.34392793595973714],[-0.3435680866241455]
JZI,[0.8292446415583807],[0.8291531801223755]
