,treino,previsto
gamma1,[0.149835057407401],[0.11390870064496994]
gamma2,[0.7231696718848062],[0.6226683855056763]
gamma3,[0.16751077963049055],[0.18351443111896515]
gamma4,[0.654655200922515],[0.6201562881469727]
JIX,[-0.23795862000845713],[-0.16010360419750214]
JIY,[-0.5385616273790497],[-0.5630173087120056]
JIZ,[-0.6679265513717296],[-0.45802396535873413]
JXI,[0.8276668695454259],[0.5905985832214355]
JYI,[0.155878050571864],[0.22325165569782257]
JZI,[0.38026531463053437],[0.265336811542511]
JXX,[0.10611895139196825],[0.5229195356369019]
JXY,[-0.2329118720894543],[-0.702897846698761]
JXZ,[0.46324841325362565],[0.858076810836792]
JYX,[0.15285591795039477],[0.6572386026382446]
JYY,[0.562419135109645],[0.9244987964630127]
JYZ,[0.3231619447148433],[0.18362273275852203]
JZX,[0.6785960349192279],[0.7388268113136292]
JZY,[-0.12121097819798488],[0.16403767466545105]
JZZ,[-0.6899011584123196],[-0.16529293358325958]
